group_1944	H0	2.157	0.096	NA	-2485.504
group_194	H0	2.404	0.100	NA	-8297.461
group_195	H1c	2.145	0.117	0.196	-9353.283
group_1969	H1c	2.609	0.056	0.089	-7948.336
group_1971	H0	1.955	0.068	NA	-3360.141
group_197	H1b	1.944	0.090	0.057	-6958.585
group_1980	H0	1.694	0.070	NA	-5612.270
group_1984	H0	2.062	0.091	NA	-3001.722
group_1986	H1c	2.219	0.045	0.072	-6207.773
group_198	H1c	2.506	0.125	0.213	-7342.445
group_19	H1b	1.632	0.196	0.109	-5848.696
group_200	H0	2.165	0.167	NA	-10184.352
group_2018	H0	2.507	0.049	NA	-6178.568
group_201	H0	2.477	0.091	NA	-5419.005
group_2025	H1c	2.079	0.080	0.207	-4945.349
group_202	H0	2.020	0.183	NA	-5401.412
group_2036	H1c	2.550	0.031	0.092	-9093.159
group_203	H0	2.457	0.157	NA	-6752.034
group_2044	H1c	1.982	0.042	0.139	-9379.115
group_2051	H1a	2.002	0.091	0.043	-8427.451
group_2069	H0	2.010	0.081	NA	-3045.372
group_206	H1c	2.271	0.069	0.035	-11600.847
group_2074	H1b	2.410	0.052	0.033	-9917.342
group_2075	H0	2.695	0.074	NA	-4389.084
group_2079	H1a	2.509	0.066	0.048	-15655.032
group_207	H0	1.961	0.192	NA	-7372.554
group_208	H0	2.323	0.127	NA	-6922.662
group_2093	H0	2.759	0.080	NA	-5987.470
group_2099	H1b	2.491	0.056	0.026	-13249.499
group_209	H1a	1.937	0.139	0.096	-5295.086
group_2106	H1c	2.399	0.056	0.228	-2272.287
group_210	H0	2.088	0.142	NA	-9510.155
group_211	H0	1.977	0.198	NA	-6078.877
group_2121	H1a	2.223	0.086	0.069	-9851.504
group_214	H1b	2.063	0.138	0.097	-13435.658
group_216	H0	1.912	0.206	NA	-4838.901
group_2173	H0	2.227	0.112	NA	-2317.800
group_217	H0	2.213	0.149	NA	-15824.535
group_218	H0	1.781	0.121	NA	-2999.988
group_219	H0	2.366	0.073	NA	-10977.521
group_2205	H1b	2.556	0.030	0.058	-7101.916
group_220	H0	1.645	0.193	NA	-13695.383
group_223	H0	2.112	0.147	NA	-12587.101
group_225	H0	2.119	0.196	NA	-10687.235
group_226	H0	2.307	0.158	NA	-6694.527
group_2285	H0	2.370	0.032	NA	-10486.830
group_2288	H1c	2.278	0.068	0.100	-6631.982
group_228	H1b	1.879	0.155	0.101	-9829.525
group_2296	H0	2.526	0.168	NA	-3890.229
group_229	H0	2.283	0.158	NA	-10914.117
group_2314	H0	2.356	0.052	NA	-7868.313
group_2315	H1c	2.323	0.043	0.075	-14329.851
group_2318	H1c	1.837	0.039	0.094	-10294.628
group_231	H1b	1.826	0.117	0.162	-9922.772
group_232	H0	2.181	0.132	NA	-11777.217
group_2341	H0	3.269	0.047	NA	-3139.705
group_2356	H0	2.400	0.044	NA	-4864.311
group_235	H0	1.923	0.238	NA	-3249.504
group_2364	H0	1.606	0.110	NA	-1656.305
group_2381	H0	2.287	0.057	NA	-2654.226
group_2382	H1a	2.589	0.051	0.027	-5426.824
group_2387	H0	2.255	0.143	NA	-1285.274
group_2389	H0	1.791	0.068	NA	-3417.922
group_238	H1a	1.903	0.273	0.170	-2867.112
group_2392	H0	2.335	0.050	NA	-8550.497
group_2395	H1c	2.254	0.068	0.115	-5529.161
group_2396	H1c	2.472	0.070	0.111	-6998.386
group_2399	H1a	2.516	0.075	0.046	-4157.106
group_2407	H1c	2.186	0.038	0.070	-14595.263
group_2408	H0	1.901	0.104	NA	-2468.787
group_240	H0	2.364	0.089	NA	-7075.042
group_2419	H0	1.996	0.073	NA	-1465.193
group_2422	H1c	2.340	0.037	0.067	-14232.681
group_2423	H0	2.428	0.039	NA	-1938.033
group_2426	H0	1.923	0.105	NA	-3272.023
group_2452	H0	2.880	0.079	NA	-2707.899
group_2453	H0	2.115	0.052	NA	-3452.651
group_2462	H1c	2.415	0.043	0.159	-3620.709
group_247	H0	2.137	0.079	NA	-7850.119
group_248	H0	2.038	0.064	NA	-6324.108
group_2498	H0	2.689	0.048	NA	-4190.359
group_2506	H1c	2.366	0.075	0.145	-3725.549
group_2508	H1c	2.427	0.043	0.085	-9249.977
group_250	H0	2.592	0.202	NA	-2445.930
group_2510	H1c	2.642	0.030	0.077	-4194.948
group_2514	H0	2.334	0.078	NA	-6002.153
group_2517	H0	1.184	0.082	NA	-1317.156
group_2526	H0	2.378	0.049	NA	-3306.570
group_2539	H0	2.503	0.067	NA	-3459.439
group_2546	H1c	2.792	0.057	0.092	-5535.788
group_254	H1c	2.075	0.169	0.225	-11880.800
group_2569	H0	1.531	0.100	NA	-2698.922
group_2572	H1c	2.194	0.058	0.108	-7725.543
group_2573	H1c	2.300	0.049	0.081	-5963.845
group_2574	H0	2.101	0.048	NA	-3634.333
group_257	H0	2.062	0.141	NA	-7358.596
group_258	H0	2.259	0.180	NA	-5407.317
group_260	H0	2.057	0.143	NA	-4429.390
group_262	H1a	1.906	0.188	0.149	-15129.641
group_263	H0	2.172	0.090	NA	-7630.662
group_264	H0	1.872	0.153	NA	-8273.635
group_265	H0	1.846	0.140	NA	-12345.291
group_2662	H1c	2.438	0.039	0.082	-13343.631
group_266	H0	2.176	0.097	NA	-3273.637
group_268	H0	2.116	0.154	NA	-3270.914
group_271	H0	2.244	0.075	NA	-30721.254
group_273	H1b	2.058	0.068	0.145	-3341.154
group_275	H0	2.425	0.125	NA	-9674.087
group_2763	H0	2.668	0.102	NA	-1644.259
group_2770	H0	2.206	0.052	NA	-1666.819
group_277	H1c	2.507	0.067	0.097	-12475.275
group_2786	H1c	3.019	0.047	0.106	-5186.543
group_278	H1c	2.200	0.131	0.236	-10286.921
group_2793	H0	2.711	0.049	NA	-4230.411
group_2795	H0	2.673	0.059	NA	-6674.489
group_2798	H1b	2.238	0.052	0.209	-2067.745
group_280	H0	2.061	0.169	NA	-8541.615
group_2811	H1b	2.198	0.048	0.026	-7606.758
group_2815	H0	2.540	0.041	NA	-4964.608
group_2816	H0	2.917	0.031	NA	-6262.333
group_281	H0	1.860	0.248	NA	-7215.408
group_2823	H0	2.444	0.056	NA	-3191.018
group_284	H0	2.376	0.158	NA	-7117.486
group_285	H1c	2.112	0.098	0.157	-14633.803
group_2868	H0	2.532	0.039	NA	-4623.501
group_286	H0	2.103	0.168	NA	-7280.652
group_287	H0	1.867	0.190	NA	-8422.230
group_2887	H1c	2.720	0.057	0.117	-3405.967
group_289	H0	2.055	0.144	NA	-13088.944
group_28	H1a	2.028	0.198	0.090	-4598.654
group_2905	H1c	1.688	0.041	0.133	-3736.227
group_295	H1a	2.000	0.111	0.166	-4328.527
group_296	H0	2.192	0.070	NA	-9799.257
group_298	H1b	2.397	0.134	0.211	-4321.640
group_300	H0	2.069	0.166	NA	-9506.038
group_301	H0	1.952	0.170	NA	-13783.105
group_302	H0	1.824	0.152	NA	-3569.737
group_303	H1b	2.161	0.144	0.204	-8764.241
group_304	H1a	1.871	0.166	0.136	-24650.079
group_305	H1c	1.881	0.164	0.301	-5781.612
group_306	H0	1.977	0.053	NA	-3283.034
group_3078	H0	2.270	0.039	NA	-6699.658
group_3081	H1a	2.345	0.025	0.036	-9807.087
group_308	H0	2.205	0.130	NA	-9815.641
group_30	H1a	1.470	0.367	0.106	-21026.994
group_311	H0	1.980	0.195	NA	-22435.338
group_3126	H0	2.196	0.053	NA	-4791.794
group_312	H1a	2.107	0.205	0.120	-4033.793
group_3131	H0	1.671	0.082	NA	-1792.210
group_313	H0	1.833	0.154	NA	-5611.805
group_3155	H0	1.649	0.031	NA	-2363.890
group_3160	H1b	2.297	0.028	0.070	-5092.612
group_31627	H0	3.299	0.003	NA	-2556.373
group_316	H0	1.940	0.221	NA	-10827.188
group_3181	H1c	1.867	0.036	0.067	-8032.023
group_3196	H1b	2.080	0.051	0.012	-3673.670
group_319	H0	2.070	0.108	NA	-6959.339
group_31	H1b	1.942	0.117	0.062	-8688.140
group_3209	H0	2.512	0.043	NA	-1477.731
group_320	H0	2.032	0.089	NA	-14295.008
group_321	H0	2.110	0.239	NA	-5508.362
group_322	H0	1.727	0.139	NA	-5369.771
group_3233	H0	2.426	0.059	NA	-2176.392
group_3234	H1c	1.986	0.037	0.078	-3669.359
group_3235	H0	3.321	0.059	NA	-2886.258
group_3240	H0	2.283	0.050	NA	-4660.129
group_3242	H1b	2.682	0.036	0.021	-11431.069
group_324	H1b	2.221	0.082	0.051	-15084.415
group_325	H0	1.764	0.273	NA	-2467.443
group_3261	H0	2.709	0.081	NA	-1306.222
group_3273	H1c	2.577	0.035	0.069	-5340.391
group_3277	H0	2.216	0.033	NA	-5360.759
group_327	H1c	1.866	0.105	0.174	-5289.865
group_328	H0	2.223	0.097	NA	-7786.724
group_329	H0	1.961	0.118	NA	-4847.466
group_32	H1a	1.890	0.071	0.055	-11920.020
group_330	H1c	2.020	0.151	0.226	-14567.654
group_331	H0	2.302	0.129	NA	-8745.386
group_332	H0	1.949	0.123	NA	-1669.270
group_333	H1b	1.982	0.118	0.066	-3520.190
group_334	H0	2.121	0.140	NA	-3803.674
group_335	H0	1.830	0.126	NA	-4658.477
group_3367	H1a	1.908	0.068	0.041	-6695.755
group_336	H0	2.040	0.108	NA	-2881.343
group_337	H1b	1.876	0.111	0.080	-11170.876
group_338	H0	2.444	0.103	NA	-1063.597
group_340	H0	2.276	0.147	NA	-4585.850
group_341	H1c	2.397	0.124	0.197	-11708.611
group_344	H1c	1.925	0.137	0.220	-4807.793
group_346	H0	2.067	0.206	NA	-921.223
group_348	H0	1.865	0.086	NA	-6676.114
group_3516	H1c	2.238	0.036	0.096	-3775.731
group_351	H1a	1.627	0.310	0.259	-38291.822
group_3533	H0	1.798	0.037	NA	-2485.352
group_357	H1c	2.161	0.122	0.198	-4745.408
group_358	H0	2.001	0.083	NA	-12616.026
group_359	H1a	2.494	0.146	0.111	-11948.327
group_35	H1b	1.706	0.180	0.078	-13086.736
group_360	H0	1.848	0.210	NA	-3637.928
group_361	H1c	2.257	0.091	0.124	-21787.021
group_3628	H1c	1.886	0.025	0.048	-5570.113
group_3646	H1c	2.680	0.024	0.124	-5052.714
group_365	H0	2.124	0.139	NA	-40114.583
group_369	H0	2.183	0.199	NA	-8940.150
group_36	H1a	1.987	0.051	0.110	-8297.597
group_370	H1c	2.559	0.112	0.160	-9407.538
group_371	H0	2.147	0.100	NA	-3082.987
group_375	H0	2.328	0.155	NA	-7970.184
group_3816	H0	2.456	0.055	NA	-2908.905
group_382	H0	1.950	0.174	NA	-5134.426
group_383	H1c	1.981	0.124	0.175	-12421.257
group_386	H0	2.324	0.095	NA	-5323.204
group_38	H1c	2.115	0.148	0.075	-10492.057
group_391	H0	1.999	0.149	NA	-4658.628
group_3927	H1c	2.497	0.031	0.100	-1938.459
group_392	H1c	2.300	0.097	0.136	-13078.215
group_393	H0	1.941	0.157	NA	-4291.650
group_397	H0	2.097	0.173	NA	-7679.777
group_398	H0	1.802	0.157	NA	-13732.223
group_3998	H1c	2.410	0.029	0.045	-8076.257
group_400	H0	1.535	0.262	NA	-3755.455
group_406	H0	2.073	0.131	NA	-13104.477
group_409	H0	2.152	0.116	NA	-3973.383
group_413	H1b	1.751	0.205	0.103	-10766.719
group_414	H1c	2.143	0.097	0.126	-21300.220
group_415	H1c	1.823	0.151	0.228	-6883.551
group_418	H0	2.171	0.102	NA	-4914.051
group_419	H0	2.476	0.067	NA	-10978.725
group_4202	H0	2.318	0.031	NA	-2919.942
group_420	H1a	1.787	0.089	0.137	-12371.822
group_421	H0	1.778	0.159	NA	-7328.479
group_422	H0	1.737	0.158	NA	-6457.244
group_426	H0	1.864	0.089	NA	-10515.380
group_428	H0	2.055	0.114	NA	-6076.395
group_429	H0	2.413	0.076	NA	-8382.137
group_42	H1b	2.477	0.101	0.051	-5806.666
group_430	H1a	2.326	0.123	0.100	-17398.257
group_431	H0	2.535	0.127	NA	-6277.462
group_432	H1c	1.761	0.193	0.286	-6568.831
group_433	H0	2.113	0.142	NA	-11761.756
group_4356	H0	2.164	0.034	NA	-1727.943
group_4367	H1c	1.933	0.055	0.147	-1339.493
group_436	H0	2.204	0.088	NA	-14892.576
group_4386	H0	2.152	0.013	NA	-8008.659
group_438	H0	2.237	0.108	NA	-8580.360
group_441	H1c	1.589	0.405	0.544	-23662.188
group_445	H1a	1.856	0.136	0.092	-7948.250
group_447	H0	1.885	0.162	NA	-5905.409
group_451	H1a	1.787	0.089	0.132	-16733.110
group_452	H0	2.183	0.097	NA	-3544.496
group_457	H0	2.092	0.144	NA	-15247.206
group_459	H0	2.075	0.145	NA	-21149.118
group_461	H0	1.977	0.141	NA	-7846.379
group_467	H0	1.945	0.121	NA	-7310.915
group_468	H0	2.694	0.125	NA	-6214.809
group_46	H1a	2.183	0.059	0.145	-6373.072
group_470	H0	1.784	0.203	NA	-15024.929
group_475	H1c	2.019	0.117	0.218	-7649.498
group_477	H1c	1.901	0.093	0.137	-10431.923
group_478	H1c	1.884	0.124	0.206	-4415.362
group_4796	H0	2.846	0.016	NA	-5258.891
group_481	H0	1.964	0.124	NA	-9455.091
group_488	H0	2.392	0.119	NA	-3583.433
group_489	H0	1.782	0.176	NA	-7064.846
group_490	H0	2.249	0.176	NA	-8391.374
group_494	H0	1.453	0.465	NA	-23740.085
group_495	H0	2.354	0.160	NA	-1861.592
group_496	H0	1.948	0.098	NA	-2252.979
group_499	H0	2.077	0.078	NA	-6137.653
group_4	H1a	1.498	0.247	0.187	-14668.888
group_501	H1a	1.826	0.151	0.115	-4807.039
group_502	H0	1.950	0.147	NA	-5290.632
group_505	H1c	2.118	0.045	0.077	-7264.396
group_506	H0	2.131	0.039	NA	-14753.538
group_507	H1c	2.259	0.090	0.157	-3349.794
group_508	H0	2.108	0.093	NA	-5787.393
group_510	H0	1.992	0.168	NA	-10371.828
group_516	H0	2.046	0.144	NA	-6594.864
group_517	H1c	2.153	0.103	0.143	-11164.815
group_51	H1b	1.776	0.130	0.076	-8403.198
group_521	H0	1.893	0.135	NA	-2060.819
group_522	H0	2.330	0.111	NA	-8328.555
group_523	H1c	2.231	0.050	0.077	-10896.955
group_524	H0	2.554	0.072	NA	-4867.250
group_525	H0	2.187	0.076	NA	-6144.653
group_526	H0	2.066	0.082	NA	-7624.393
group_527	H1c	2.498	0.079	0.124	-8985.298
group_528	H0	2.104	0.136	NA	-14690.921
group_529	H1b	1.996	0.138	0.076	-6132.362
group_52	H1c	1.882	0.150	0.105	-12093.250
group_530	H0	2.285	0.113	NA	-10319.546
group_531	H0	2.168	0.077	NA	-4987.918
group_532	H0	2.707	0.106	NA	-7211.127
group_533	H1a	1.907	0.145	0.119	-7934.129
group_5345	H1c	2.788	0.013	0.071	-5309.933
group_535	H0	2.174	0.120	NA	-8161.476
group_536	H0	2.225	0.088	NA	-7813.390
group_538	H1c	2.330	0.059	0.108	-7046.658
group_53	H1b	1.944	0.108	0.040	-18710.126
group_540	H1c	2.174	0.130	0.259	-5926.114
group_5423	H1a	3.368	0.012	0.031	-2408.457
group_543	H1c	1.843	0.146	0.203	-12465.679
group_5450	H1c	3.951	0.015	0.062	-3182.585
group_546	H0	2.305	0.070	NA	-10871.251
group_547	H0	2.210	0.129	NA	-6652.761
group_550	H0	1.949	0.127	NA	-2930.635
group_553	H1c	2.366	0.111	0.200	-7788.702
group_554	H0	2.272	0.071	NA	-4134.967
group_555	H0	2.305	0.211	NA	-2707.440
group_556	H0	2.069	0.105	NA	-4860.054
group_557	H0	2.236	0.073	NA	-7679.188
group_558	H0	2.295	0.128	NA	-2340.490
group_559	H0	2.104	0.225	NA	-3913.183
group_564	H1b	1.997	0.180	0.107	-4353.289
group_565	H0	2.140	0.094	NA	-6324.963
group_569	H0	2.304	0.100	NA	-3837.972
group_572	H1b	2.855	0.063	0.105	-7880.559
group_573	H0	2.266	0.098	NA	-5397.841
group_574	H1a	2.201	0.143	0.101	-14286.283
group_576	H1a	1.498	0.264	0.125	-3661.474
group_57	H1b	1.841	0.166	0.058	-18064.974
group_580	H0	2.333	0.143	NA	-5829.443
group_581	H0	2.447	0.114	NA	-4414.268
group_582	H1a	2.241	0.136	0.086	-4677.012
group_583	H1a	2.331	0.127	0.087	-9079.652
group_587	H1b	2.335	0.179	0.087	-8152.431
group_590	H0	1.704	0.137	NA	-3821.122
group_594	H1c	1.813	0.081	0.222	-3614.131
group_597	H1b	2.674	0.106	0.058	-10308.844
group_598	H1c	2.281	0.095	0.176	-4258.275
group_604	H0	2.221	0.064	NA	-6442.601
group_606	H0	2.170	0.115	NA	-4787.194
group_608	H1c	2.002	0.073	0.192	-3282.950
group_611	H0	2.121	0.141	NA	-6908.435
group_614	H1c	2.169	0.148	0.212	-9360.237
group_616	H0	2.794	0.079	NA	-5600.672
group_617	H0	2.220	0.152	NA	-18021.657
group_618	H1c	2.407	0.059	0.262	-3553.534
group_619	H0	1.836	0.128	NA	-3168.465
group_6215	H1c	2.990	0.008	0.061	-2171.632
group_623	H1c	2.469	0.063	0.096	-9976.152
group_624	H1a	2.387	0.148	0.093	-7056.839
group_625	H0	2.027	0.167	NA	-8388.672
group_628	H1c	1.608	0.066	0.143	-8195.437
group_630	H0	1.985	0.067	NA	-3559.486
group_632	H1c	1.933	0.082	0.144	-4375.254
group_633	H1a	2.023	0.096	0.055	-8464.484
group_635	H1c	2.329	0.103	0.178	-7409.558
group_636	H1c	1.858	0.099	0.193	-7068.475
group_637	H0	2.429	0.081	NA	-10934.084
group_638	H0	1.900	0.156	NA	-10856.858
group_639	H0	2.041	0.188	NA	-4816.303
group_642	H0	2.198	0.124	NA	-5345.196
group_644	H1c	2.464	0.073	0.122	-6501.842
group_645	H0	2.517	0.073	NA	-5509.809
group_648	H1c	2.060	0.136	0.188	-8930.442
group_649	H1c	2.448	0.064	0.136	-10009.136
group_64	H1c	1.891	0.159	0.098	-14657.277
group_650	H0	2.438	0.110	NA	-4050.498
group_651	H0	2.125	0.124	NA	-5567.714
group_652	H0	2.064	0.098	NA	-8460.310
group_654	H0	2.394	0.047	NA	-4538.032
group_657	H1c	2.143	0.141	0.223	-5307.569
group_659	H0	2.104	0.123	NA	-4492.500
group_666	H1c	2.460	0.073	0.104	-9241.298
group_667	H1c	2.547	0.104	0.160	-5150.045
group_668	H0	2.515	0.072	NA	-5992.265
group_673	H1c	2.502	0.098	0.205	-7690.378
group_675	H1c	2.426	0.089	0.162	-11206.132
group_678	H1c	2.059	0.094	0.222	-7004.302
group_67	H1c	1.788	0.167	0.080	-10041.866
group_681	H0	2.455	0.096	NA	-8969.651
group_684	H1c	2.342	0.073	0.109	-5872.775
group_686	H0	1.782	0.128	NA	-4162.801
group_689	H0	2.159	0.082	NA	-7502.827
group_692	H0	2.320	0.063	NA	-3336.020
group_695	H0	2.073	0.101	NA	-2671.939
group_696	H0	1.987	0.131	NA	-4540.629
group_697	H0	2.181	0.132	NA	-13184.648
group_700	H0	2.290	0.074	NA	-5388.579
group_701	H0	2.071	0.116	NA	-3185.614
group_702	H0	2.092	0.113	NA	-10366.069
group_703	H0	2.299	0.178	NA	-4635.541
group_707	H0	2.326	0.093	NA	-7604.567
group_708	H1c	2.670	0.072	0.130	-11883.206
group_709	H0	2.421	0.102	NA	-8575.462
group_712	H1a	2.331	0.059	0.046	-12248.673
group_713	H0	2.189	0.086	NA	-12652.429
group_715	H0	1.929	0.110	NA	-4119.971
group_718	H1c	2.457	0.082	0.187	-10835.694
group_720	H0	2.061	0.154	NA	-7118.857
group_723	H0	2.184	0.079	NA	-7452.710
group_725	H0	2.062	0.170	NA	-8385.631
group_726	H0	2.182	0.185	NA	-8465.888
group_729	H0	1.869	0.080	NA	-7817.715
group_730	H1a	2.091	0.164	0.132	-20122.957
group_731	H1c	2.245	0.094	0.138	-11588.881
group_736	H0	2.006	0.170	NA	-9681.006
group_740	H0	1.892	0.145	NA	-10795.462
group_744	H1c	2.074	0.119	0.225	-7060.517
group_745	H0	2.283	0.083	NA	-15064.144
group_74	H0	1.832	0.090	NA	-2380.006
group_751	H0	2.368	0.054	NA	-7702.348
group_753	H0	1.955	0.160	NA	-7199.228
group_754	H0	1.945	0.081	NA	-5199.269
group_757	H0	2.196	0.124	NA	-8227.010
group_758	H0	2.141	0.101	NA	-7075.625
group_761	H0	2.346	0.106	NA	-9400.594
group_768	H1a	2.259	0.068	0.037	-2949.040
group_76	H0	2.368	0.098	NA	-5588.483
group_771	H0	1.765	0.086	NA	-2144.541
group_773	H1a	1.988	0.133	0.058	-9491.996
group_776	H0	2.054	0.099	NA	-7180.294
group_778	H0	2.311	0.107	NA	-9104.017
group_780	H1c	2.227	0.055	0.084	-22412.230
group_783	H1c	2.230	0.138	0.215	-7676.039
group_788	H0	2.194	0.062	NA	-6165.235
group_789	H0	2.136	0.096	NA	-4133.962
group_78	H0	2.334	0.090	NA	-14027.886
group_790	H0	2.430	0.063	NA	-7792.034
group_791	H1c	2.323	0.056	0.079	-10140.678
group_792	H0	1.336	0.084	NA	-1661.051
group_795	H0	2.007	0.097	NA	-9242.307
group_796	H1c	2.058	0.104	0.148	-8625.248
group_797	H0	2.093	0.174	NA	-3652.096
group_799	H1b	2.038	0.120	0.069	-8786.916
group_800	H1c	2.084	0.064	0.185	-7936.790
group_806	H1a	1.776	0.182	0.137	-7437.209
group_807	H0	1.975	0.089	NA	-5588.334
group_809	H0	2.352	0.102	NA	-8636.371
group_80	H0	1.861	0.126	NA	-5549.956
group_811	H0	2.008	0.103	NA	-8387.608
group_812	H0	2.097	0.086	NA	-3634.165
group_813	H1c	2.169	0.089	0.175	-16233.073
group_816	H0	2.143	0.113	NA	-5891.302
group_819	H0	2.516	0.076	NA	-5229.327
group_81	H0	2.350	0.095	NA	-12319.137
group_820	H1c	1.980	0.097	0.201	-5527.851
group_821	H1c	1.992	0.111	0.160	-17676.826
group_822	H1c	2.500	0.111	0.163	-11130.328
group_824	H1c	2.131	0.067	0.094	-8688.293
group_825	H0	2.057	0.107	NA	-8891.212
group_827	H1c	2.244	0.093	0.172	-7801.817
group_828	H0	2.122	0.086	NA	-9596.361
group_832	H1c	2.386	0.050	0.087	-7893.113
group_836	H1a	2.353	0.106	0.080	-13832.528
group_845	H0	2.117	0.072	NA	-8221.928
group_847	H0	2.034	0.071	NA	-11919.677
group_848	H0	2.276	0.089	NA	-7106.576
group_852	H0	1.883	0.061	NA	-3338.838
group_853	H0	2.359	0.078	NA	-7554.629
group_855	H1c	2.660	0.134	0.207	-4608.487
group_857	H1c	2.227	0.069	0.117	-5508.182
group_860	H0	2.409	0.063	NA	-15919.295
group_862	H0	2.141	0.130	NA	-4551.098
group_865	H0	2.379	0.141	NA	-13702.847
group_866	H1c	2.391	0.088	0.143	-8343.210
group_868	H0	1.851	0.056	NA	-3584.038
group_869	H0	1.920	0.115	NA	-3879.528
group_873	H1c	2.136	0.100	0.148	-8065.371
group_874	H1c	2.333	0.121	0.198	-8284.756
group_878	H0	2.135	0.095	NA	-7381.401
group_879	H0	2.451	0.122	NA	-5528.965
group_882	H1c	2.215	0.084	0.122	-16504.878
group_883	H0	2.257	0.086	NA	-7928.122
group_884	H1b	2.425	0.097	0.059	-10962.246
group_885	H1b	2.434	0.096	0.056	-6319.353
group_889	H0	1.714	0.180	NA	-5684.740
group_890	H0	2.591	0.065	NA	-9033.551
group_892	H0	2.455	0.061	NA	-8269.191
group_896	H0	2.506	0.065	NA	-8756.986
group_899	H1a	2.428	0.117	0.084	-16456.391
group_89	H1a	1.996	0.169	0.085	-12237.444
group_901	H0	2.831	0.075	NA	-8259.741
group_903	H1a	2.232	0.112	0.166	-4987.973
group_904	H0	2.444	0.124	NA	-21822.012
group_90	H1a	1.590	0.259	0.205	-13795.089
group_910	H1b	2.306	0.094	0.059	-13924.274
group_911	H0	1.904	0.117	NA	-7342.942
group_914	H1c	2.199	0.064	0.101	-9862.977
group_916	H1c	2.129	0.058	0.086	-8814.062
group_917	H1c	2.386	0.063	0.141	-3066.657
group_919	H1c	2.147	0.044	0.077	-7428.363
group_923	H1c	2.408	0.078	0.110	-8292.828
group_924	H1c	2.225	0.071	0.166	-17925.248
group_927	H1c	2.294	0.099	0.159	-4120.435
group_928	H0	2.030	0.127	NA	-12713.922
group_929	H1c	2.478	0.078	0.160	-8119.276
group_930	H0	2.321	0.143	NA	-5179.124
group_933	H1b	2.842	0.061	0.099	-9234.918
group_936	H1c	2.537	0.067	0.121	-5904.071
group_937	H0	2.510	0.073	NA	-9421.606
group_939	H1c	2.753	0.079	0.141	-10228.121
group_941	H0	2.476	0.067	NA	-7182.318
group_942	H0	2.363	0.081	NA	-8398.511
group_946	H1c	1.764	0.164	0.322	-3300.771
group_949	H0	2.078	0.126	NA	-3089.847
group_951	H0	1.995	0.111	NA	-8006.329
group_952	H0	2.105	0.149	NA	-4870.399
group_954	H0	1.723	0.106	NA	-2144.901
group_957	H1c	2.585	0.057	0.095	-5835.569
group_959	H1c	2.000	0.090	0.127	-10384.222
group_960	H1c	2.087	0.121	0.172	-10537.858
group_961	H1c	2.099	0.074	0.169	-8570.241
group_963	H0	2.143	0.105	NA	-3235.457
group_964	H1c	2.180	0.093	0.149	-6582.835
group_965	H1b	1.937	0.146	0.111	-12224.457
group_966	H0	1.819	0.170	NA	-6617.552
group_969	H1c	1.988	0.089	0.198	-11701.313
group_970	H1c	2.329	0.130	0.221	-8034.490
group_971	H1c	2.126	0.095	0.156	-7222.787
group_972	H0	2.289	0.058	NA	-8382.839
group_973	H1a	2.104	0.113	0.050	-4819.918
group_974	H1b	2.139	0.121	0.209	-3794.227
group_975	H0	2.032	0.080	NA	-6089.130
group_976	H1c	1.995	0.130	0.240	-4505.392
group_978	H0	2.104	0.116	NA	-5913.242
group_981	H0	2.320	0.099	NA	-10396.247
group_982	H0	2.273	0.155	NA	-4088.028
group_983	H0	2.347	0.116	NA	-5441.718
group_986	H1c	2.298	0.080	0.140	-13339.689
group_988	H1c	2.228	0.070	0.129	-5476.014
group_989	H1c	2.387	0.057	0.092	-10228.946
group_98	H1b	2.245	0.115	0.046	-7563.004
group_998	H0	2.129	0.105	NA	-11151.195
grpE	H1c	2.085	0.090	0.183	-4603.870
grxC	H0	2.417	0.060	NA	-1332.524
grxD	H0	2.942	0.075	NA	-1788.227
gshA	H1c	2.512	0.029	0.068	-7393.474
gshB	H0	2.808	0.078	NA	-7034.749
gspC	H0	2.280	0.141	NA	-3500.912
gspE	H0	2.313	0.045	NA	-7465.283
gspF	H1b	2.642	0.064	0.039	-8436.940
gspG	H1b	2.187	0.111	0.024	-3783.239
gspH	H0	2.849	0.133	NA	-3683.820
gspI	H0	2.067	0.136	NA	-3802.315
gspJ	H0	1.860	0.146	NA	-5865.649
gspK_2	H0	2.097	0.196	NA	-10613.924
gspL	H0	2.203	0.167	NA	-13199.370
gspM	H0	1.730	0.141	NA	-4803.030
gspN	H0	2.110	0.162	NA	-8674.948
gspO	H0	2.435	0.172	NA	-9853.276
guaA	H1b	2.833	0.062	0.034	-9443.106
guaB	H0	2.585	0.037	NA	-8196.189
gyrA	H0	2.321	0.039	NA	-14977.315
gyrB	H0	1.712	0.050	NA	-16550.510
hemA	H0	2.448	0.049	NA	-8303.076
hemB	H0	2.565	0.048	NA	-6843.597
hemC	H1c	2.005	0.110	0.199	-8230.884
hemE	H0	2.137	0.060	NA	-8425.320
hemF	H0	2.275	0.099	NA	-6147.234
hemH_1	H0	2.194	0.078	NA	-8668.465
hemH_2	H0	2.131	0.042	NA	-4832.889
hemK	H0	2.059	0.212	NA	-9637.207
hemL	H0	2.580	0.059	NA	-8884.184
hfq_1	H0	2.103	0.119	NA	-3357.097
hfq	H0	1.426	0.019	NA	-733.536
hisA	H0	2.497	0.032	NA	-3968.200
hisB	H0	2.584	0.044	NA	-3183.287
